0.9789742,2,2.635628,0,0.9782777,2,4.187403,0.18034,0,-0.7144556,4.187403,0,
0.9785173,2,5.256734,0,0.9787269,2,2,2.88562,0,2,5.256734,0,
0.9452004,2,2,0,0.9457843,1.41522,1.046069,5.18028,0,1.41522,1.046069,0,
0.9681602,2,2,0,0.9769098,4.013084,2,10.23896,0,2,2,0,
0.9788281,2,2.635628,0,0.9737101,-0.7144556,4.187403,6.87078,0,2,-0.1752105,0,
0.9654291,2,2,0,0.9648362,-1.109197,2,12.5146,0,-1.109197,-1.413402,0,
0.5703675,2,2,0,0.960616,2,2,14.7239,0,4.72155,2,0,
0.9713898,2,5.256734,0,0.03973371,2,-0.1752105,2.2819,0,2,8.131327,0,
0.9554222,2,2,0,0.9755653,2,4.187403,12.53804,0,2,-1.045363,0,
0.9390633,2,2,0,0.9802426,-1.109197,2,2.87796,0,-0.06112766,2,0,
0.4742684,2,2,0,0.9798461,2,5.256734,12.90342,0,0.6437478,2,0,
0.9710382,-0.7037048,2,0,0.8001733,4.933165,2,0.33468,0,-0.7037048,2,0,
0.3411961,2,2.635628,0,0.9711867,-0.7144556,4.187403,11.46926,0,2,2.635628,0,
0.1670275,2,2,0,0.9760019,2,4.187403,2.90472,0,2,2,0,
0.9738507,2,2,0,0.9721261,-1.109197,2,0,0,2.160279,2,0,
0.6455746,2,2,0,0.9792324,0.6437478,2,6.219699,0,2,5.118503,0,
0.9794043,2,2.635628,0,0.9751542,2,4.187403,1.6936,0,-0.7144556,4.187403,0,
0.97807,-0.7037048,2,0,0.9663872,-1.109197,2,0.4724,0,-2.10839,2,0,
0.9678719,2,2.635628,0,0.9724613,2,4.187403,1.5642,0,2,3.410194,0,
0.9796704,2,2.635628,0,0.9789099,2,4.187403,3.0414,0,2,2.635628,0,
0.9546695,2,2.635628,0,0.9784254,2,2.635628,2.295,0,4.856533,2.635628,0,
0.9772035,2,2.635628,0,0.265421,2,4.187403,3.5178,0,1.353421,2.635628,0,
0.9644772,2,2.635628,0,0.3479497,2,4.187403,3.3796,0,2,2.635628,0,
0.9613742,2,2.635628,0,0.9588299,2,4.187403,2.8188,0,2,4.187403,0,
0.9757221,2,2.635628,0,0.9578702,2,4.187403,3.1806,0,-0.1633339,3.139212,0,
0.9765776,2,2.635628,0,0.9693612,-0.1633339,3.139212,0.255,0,0.5529329,3.139212,0,
0.9724457,-0.7037048,2,0,0.9800434,2,2,58.16599,0,-0.1827688,2,0,
0.3097129,2,2,0,0.972901,4.013084,2,62.67959,0,4.013084,2,0,
0.8303424,2,2.635628,0,0.7114648,0.5529329,3.139212,2.0722,0,1.874845,3.139212,0,
0.1300453,2,2.635628,0,0.9761419,2,4.187403,2.9268,0,4.717278,3.398159,0,
0.08906531,-0.7037048,2,0,0.9678151,2,2,34.255,0,-0.7037048,5.352715,0,
0.9794457,-0.7037048,2,0,0.9800318,2,4.187403,44.89898,0,2,3.313179,0,
0.01919514,2,2.635628,0,0.978065,2,4.187403,8.0878,0,2,3.698752,0,
0.9750908,2,2.635628,0,0.3219774,2,4.187403,3.3394,0,2,4.187403,0,
0.9773883,2,2,0,0.979133,2,2,38.0196,0,2.075396,2,0,
0.9791765,2,2,0,0.9777102,4.013084,2,49.647,0,2,0.5295337,0,
0.9665423,2,2.635628,0,0.9731137,2,4.187403,21.9856,0,1.448747,4.36827,0,
0.9810672,2,2.635628,0,0.3414726,2,4.187403,2.5056,0,2,2.635628,0,
0.9733572,-0.7037048,2,0,0.3778617,2,2,33.64901,0,-0.7037048,2,0,
0.9717607,2,2.635628,0,0.9469332,2,4.187403,2.7398,0,2,1.74526,0,
0.977569,2,2.635628,0,0.9743789,2,4.187403,3.9558,0,4.137077,-0.5988736,0,
0.9637388,-1.109197,2,0,0.9742211,2,2,28.608,0,2,2,0,
0.9790169,2,2.635628,0,0.286905,2,4.187403,3.19,0,2,4.187403,0,
0.9779912,2,2.635628,0,0.9722708,4.013084,2,50.925,0,2,2.635628,0,
0.9730747,2,2,0,0.9769748,2,2,98.952,0,2,2.429865,0,
0.9766181,2,2.635628,0,0.913343,2,4.187403,11.3582,0,2,2.635628,0,
0.970627,-0.7037048,2,0,0.9748774,1.41522,1.046069,92.29239,0,-3.969087,3.123429,0,
0.9757538,2,2.635628,0,0.9738202,2,4.187403,67.85459,0,2,1.050132,0,
0.9789551,2,2,0,0.247295,2,2,0.4194,0,2,5.145221,0,
0.8960636,2,2,0,0.4825633,2,4.187403,2.2644,0,2,4.187403,0,
0.9689168,-0.7037048,2,0,0.9421543,1.41522,1.046069,66.00198,0,0.7599382,1.046069,0,
0.4170769,2,5.256734,0,0.9798394,2,1.050132,142.1128,0,2,5.256734,0,
